0,1,2,3,4,5,6,7
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.12184005306280601, 0.0, 0.059694449921680666, 0.006955852319865499, 0.03977588253788107, 0.007760346660391016, -0.08485690938028667]","[0.0, 0.037017575443406586, 0.1022105459832898, 0.0, 0.051457172384088215, -0.0924980096306795, 0.004340607181801264, -0.053051718876243575]","[0.0, -0.04811029482432569, 0.0469379825213345, 0.051457172384088215, 0.0, 0.006195849522508357, -0.03715438825521323, -0.05833268937652892]","[0.0, 0.009929910335310661, 0.012362430027031052, -0.1124582443131525, 0.007297763044725501, 0.0, -0.02275539282268572, -0.10128266186022343]","[0.0, 0.00928553699873977, 0.08113629229415022, 0.06319316236732792, -0.09688531370071543, -0.05752104642892027, 0.0, -0.005921064853885198]","[0.0, -0.1343920054291956, 0.030475978742867005, -0.03126486744268539, 0.020053733334207034, -0.020799351829276422, 0.02683747112876729, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.11449045200673863, 0.0, 0.03965859648776017, -0.001304222309974781, 0.020611139133265646, -0.001940086665097754, -0.052228435244973094]","[0.0, 0.05279555841928481, 0.09267365933981853, 0.0, 0.06554321398643638, -0.04853424975915654, 0.01578402611564096, -0.04012364558101209]","[0.0, -0.008605093383212725, 0.04118429434129994, 0.06554321398643638, 0.0, 0.026951945422911353, 0.041936636248458496, -0.03393647566922617]","[0.0, 0.02839333736502892, -0.016532888349402974, -0.0823050219762364, 0.020981068753585814, 0.0, -0.03982193743970001, -0.07107815992514525]","[0.0, 0.023084876705200263, 0.04548549719520542, 0.07100857114067236, 0.005766982958375919, -0.08745281267021361, 0.0, -0.005436048509394909]","[0.0, -0.14683570963560258, 0.03205621467768233, -0.003966438406907848, -0.006608616666954591, 0.0020627456359612983, 0.039662457331895024, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.07120946800989734, 0.0, 0.004957324560970021, -0.005869000394886514, 0.005062385050275772, -0.003718499441437362, -0.008841299239381963]","[0.0, 0.05016589458997177, 0.059916526955721604, 0.0, 0.05921886877721884, 0.017193747672526308, 0.03058155059905436, -0.018612851484441213]","[0.0, 0.03578936566199838, 0.026648661044370553, 0.05921886877721884, 0.0, 0.041357295562743285, 0.11330249091688788, -0.007442615787824163]","[0.0, 0.04127118983113494, -0.035746785620330755, -0.017447147515699882, 0.02858290525850821, 0.0, -0.0390092448388898, -0.028297241352540324]","[0.0, 0.03262834528723836, -0.0023050083038110855, 0.06073689103856252, 0.12072217659533589, -0.07808286845554786, 0.0, -0.003633820388128838]","[0.0, -0.09728714197736381, 0.02596101892910893, 0.029398308192375815, -0.025067166667758795, 0.03180066188773668, 0.0439374527329376, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.012739308497183471, 0.0, -0.02437351242476927, -0.012607482329756217, -0.0028927914573004415, 0.004526868885228093, 0.03326896580179867]","[0.0, 0.031758247784780515, 0.016585889814732625, 0.0, 0.041395714096696665, 0.07095141444612121, 0.04241957018578508, 0.007849424429214989]","[0.0, 0.06473377067825936, 0.007873468035836753, 0.041395714096696665, 0.0, 0.03903385199180265, 0.15395159885947265, 0.01688587415866595]","[0.0, 0.041891809227091854, -0.035895730560415465, 0.04532465495926383, 0.02356569316525943, 0.0, -0.014628466814583678, 0.020142103165680367]","[0.0, 0.036497319036713265, -0.04410249221291877, 0.035727582963860305, 0.19838421376813162, -0.03097287115403399, 0.0, -0.0008017703012993236]","[0.0, -0.006561225854287327, 0.011738895515770995, 0.056930057134442054, -0.027573883334534675, 0.050193477141724924, 0.034674962697345345, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.037564627619899975, 0.0, -0.029950502555860542, -0.01912859387963012, -0.0028927914573004415, 0.020855931649800857, 0.0622598629029055]","[0.0, 0.009304964319107666, -0.023220245740625672, 0.0, 0.025584851073652798, 0.08879808924545232, 0.043997972797349176, 0.03383016580321682]","[0.0, 0.06825403615321003, -0.0069649909547786675, 0.025584851073652798, 0.0, 0.02013651094815216, 0.1502729465569763, 0.03583502813590656]","[0.0, 0.02497993068726588, -0.016830778229572397, 0.07775359218953208, 0.008514056885513084, 0.0, 0.029460106779369905, 0.06498525159892184]","[0.0, 0.03391800320372999, -0.0600838831193423, 0.005359137444579046, 0.20242110183899475, 0.03747977685866298, 0.0, 0.0023831169305397436]","[0.0, 0.09095216529046571, -0.005643699767197593, 0.06999597188660908, -0.013445116667252444, 0.05036537261138836, 0.01543748339265375, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.06336989355009214, 0.0, -0.007229431651414614, -0.01760700118465954, 0.005423983982438328, 0.03847838552443879, 0.0728071674122061]","[0.0, -0.004247918493505674, -0.04561119699051471, 0.0, 0.01609833325982648, 0.06833970593890203, 0.03354105549573704, 0.054044585296861056]","[0.0, 0.049870427561801024, -0.006359339567406609, 0.01609833325982648, 0.0, -0.004646887141881268, 0.10263439923964843, 0.048492828753562714]","[0.0, -0.004034026073719956, 0.012809264847285187, 0.07282287658726908, -0.0071457263146270525, 0.0, 0.07822166282798217, 0.09730634981971771]","[0.0, 0.02514832937158688, -0.04379515777241062, -0.019203575843074916, 0.1280270216759454, 0.10254883390495287, 0.0, 0.005167140303783618]","[0.0, 0.1606369088463449, -0.01625385532952907, 0.06462961404196906, 0.012533583333879397, 0.03541046675066895, -0.004274995401042577, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.05928678185227692, 0.0, 0.03366849597658806, -0.0032605557749369523, 0.02024954020110309, 0.048663840516202, 0.06708352728295673]","[0.0, -0.0032365093283852754, -0.04291598989562066, 0.0, 0.009773988050608935, 0.026552369823395056, 0.015389425462749937, 0.06504833422130958]","[0.0, 0.023664006803834993, 0.01241585344112719, 0.009773988050608935, 0.0, -0.02276974699521821, 0.026670229193098607, 0.05588348396641634]","[0.0, -0.03227220858975965, 0.04051302370304152, 0.0415317968036769, -0.013075158788466521, 0.0, 0.10869763535836482, 0.11124721357630223]","[0.0, 0.01186485283172304, -0.00906636599499027, -0.029475255945184752, 0.007881543376447088, 0.13742584848176426, 0.0, 0.006992367236544205]","[0.0, 0.17737934723314705, -0.01083590355301938, 0.04223090303825414, 0.04193053333516016, 0.014611114921392528, -0.014012484925639558, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.03266489358252172, 0.0, 0.0683697679033782, 0.021084927344592292, 0.03905268467355596, 0.04349027607594132, 0.054099478722579794]","[0.0, 0.010518655317252145, -0.017207860682785098, 0.0, 0.00201229165747831, -0.012623257784892731, -0.0037487062024647282, 0.06635195343366206]","[0.0, 0.0060626794290816926, 0.04027581726024186, 0.00201229165747831, 0.0, -0.025557879280346973, -0.05186899746519867, 0.060405494849681475]","[0.0, -0.04344335771698414, 0.05689696711235978, 0.0003792858155586931, -0.005169248823347229, 0.0, 0.10178974825147809, 0.10614791288519375]","[0.0, -0.0027082816246324333, 0.030733444050814473, -0.022999631532985072, -0.11072607280081764, 0.12701479935435786, 0.0, 0.0076376997210975215]","[0.0, 0.13371325792702793, 0.01083590355301938, 0.014232514283610513, 0.06585828333620265, -0.005328759559566687, -0.0071249923350709616, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0022865425507765202, 0.0, 0.07849097221535867, 0.046082521619108925, 0.05496303768870839, 0.02069425776104271, 0.04358558884456056]","[0.0, 0.026498920126154443, 0.019903067777679147, 0.0, -0.005174464262087083, -0.03199342921343503, -0.015389425462749937, 0.05987863715177199]","[0.0, 0.003324695170786735, 0.06086796443089183, -0.005174464262087083, 0.0, -0.012236802806954005, -0.10962383861439151, 0.06374678456622442]","[0.0, -0.029324266458964295, 0.05808852663303748, -0.03470465212362042, 0.012619048598171178, 0.0, 0.05404405795387859, 0.08626764662314772]","[0.0, -0.014702100248004637, 0.059469214238326004, -0.002679568722289523, -0.1783920061790951, 0.07808286845554786, 0.0, 0.007178800251655384]","[0.0, 0.04434483680828676, 0.04108613430519848, -0.005832997657217423, 0.07497361666993312, -0.022518306525910838, 0.013299985692132463, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.03201159571087128, 0.0, 0.057422342831236074, 0.05955948548884833, 0.06219501633195949, -0.013742280544442424, 0.04196627525008186]","[0.0, 0.03560160261223803, 0.05037964031225034, 0.0, -0.007474226156348009, -0.025028873194183864, -0.013416422198294817, 0.048806877075852725]","[0.0, 0.009582944904032354, 0.06419904706143816, -0.007474226156348009, 0.0, 0.012081906568891297, -0.12764923489662366, 0.0660041937754357]","[0.0, 0.004654645469676873, 0.04527926178575229, -0.04816929857595403, 0.03162363986047717, 0.0, -0.016660198316609188, 0.05912790755576661]","[0.0, -0.01998969770562034, 0.06377189640544004, 0.022106441958888567, -0.16608910920122646, 0.01691795483203537, 0.0, 0.0]","[0.0, -0.05520479684296923, 0.0661441612715558, -0.008866156438970483, 0.06426310000279982, -0.0364418395686496, 0.036812460397866634, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.049323989309607796, 0.0, 0.015698194443071734, 0.05608155932891558, 0.05713263128168372, -0.04640040607358795, 0.04774245196651375]","[0.0, 0.03256737511687684, 0.057843290728880024, 0.0, -0.0022997618942609257, 0.004570489887633576, 0.002367603917346144, 0.03572375391664132]","[0.0, 0.012712069770655162, 0.050269065151880815, -0.0022997618942609257, 0.0, 0.037639785849238265, -0.09895574693715208, 0.06455389453573997]","[0.0, 0.04220211892507031, 0.024129080293723258, -0.031670365599150874, 0.04104991712658094, 0.0, -0.07923752857899492, 0.03223176700945012]","[0.0, -0.015475894997899618, 0.05132485156486017, 0.04220320737605999, -0.08092999418254206, -0.027068727731256594, 0.0, 0.0]","[0.0, -0.1233057962271239, 0.07336809697356872, 0.0023331990628869693, 0.034410383334832526, -0.040567330840572194, 0.052249943790520385, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.05340710100742301, 0.0, -0.024786622804850104, 0.03912666929924343, 0.041583877198693844, -0.057879252175416326, 0.05374102888832843]","[0.0, 0.018609928638215333, 0.04187937178219987, 0.0, 0.010923868997739398, 0.04548725650073415, 0.02564904243791656, 0.0216872141920987]","[0.0, 0.006453820037409544, 0.026648661044370553, 0.010923868997739398, 0.0, 0.054058787083885416, -0.0327400054922176, 0.05555119492401421]","[0.0, 0.0645444171795193, 0.002234174101270672, 0.01156821737454014, 0.034816411192544576, 0.0, -0.10361830660330104, 0.010391924810959763]","[0.0, -0.00038689737494749046, 0.03319211957487963, 0.048455534394735544, 0.03767762199472267, -0.04086336782507005, 0.0, 0.0]","[0.0, -0.13031952041618966, 0.05869447757885497, 0.018198952690518362, -0.0034182500001489263, -0.023549679343891485, 0.052962443024027486, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.04769074463048171, 0.0, -0.04378970028856852, 0.015433297334701574, 0.02314233165840353, -0.03734666830313176, 0.04980810024579561]","[0.0, -0.0008091273320963188, 0.015134624455943518, 0.0, 0.0310467855725225, 0.08096296372379476, 0.04458987377668571, 0.006150145968454072]","[0.0, -0.003911406083278512, 0.003936734017918377, 0.0310467855725225, 0.0, 0.054058787083885416, 0.04874214300807676, 0.03537799381577784]","[0.0, 0.0597346168608532, -0.013702934487793455, 0.06580608899943326, 0.01535570973994324, 0.0, -0.08126926008102042, -0.005796693022034482]","[0.0, 0.021021424038813647, 0.015981390906423525, 0.04019353083434284, 0.1401376858885348, -0.032534528523144944, 0.0, -0.0]","[0.0, -0.07330473023410669, 0.02889574280805168, 0.028465028567221027, -0.03327096666811622, 0.016845756027017267, 0.03871245835388556, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.03740130315198737, 0.0, -0.0353209374969114, -0.005651630009890717, 0.010124770100551544, 0.011317172213070232, 0.029636096705946222]","[0.0, -0.016182546641926376, -0.00373182520831484, 0.0, 0.05289452356800129, 0.09380386388428909, 0.049325081611378004, -0.011861589341002865]","[0.0, -0.00801838247072095, -0.011204550666383073, 0.05289452356800129, 0.0, 0.03702020089698743, 0.1166132779891346, 0.0036049872298879685]","[0.0, 0.0314964343448135, -0.020852291611859607, 0.10999288651202101, -0.0077538732350208445, 0.0, -0.02295856597288827, -0.019065613566603752]","[0.0, 0.0406242243694865, 0.004149014946859954, 0.022329739352412694, 0.18646578232082137, -0.01873988842933149, 0.0, -0.0]","[0.0, 0.02104117256719729, -0.00361196785100646, 0.02799838875464363, -0.04033535000175733, 0.06514838300244433, 0.01496248390364902, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.024825319122716506, 0.0, -0.007229431651414614, -0.01565066771969737, 0.007955176507576213, 0.06741801161214696, -0.007014920728064056]","[0.0, -0.018407646805191254, -0.004768443321735629, 0.0, 0.06870538659104515, 0.07552190433375479, 0.03807896300398382, -0.03243640314933742]","[0.0, 0.0005867109124917767, -0.01514128468430145, 0.06870538659104515, 0.0, 0.009138878045699827, 0.1451228333334814, -0.03616293230343388]","[0.0, -0.0023273227348384364, -0.020852291611859607, 0.12611253367326547, -0.023109582974964085, 0.0, 0.049777421799625014, -0.03333521620339313]","[0.0, 0.049909761368226266, -0.002919677184827375, 0.0055824348381031735, 0.16262891942620092, -0.009630220442850904, 0.0, -0.0]","[0.0, 0.10905209868160316, -0.026186766919796833, 0.017732312877940967, -0.022332566667639654, 0.09385492643623906, -0.00926249003559225, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.02540628837497136, -0.013259593484743606, 0.016995149811640093, 0.10427965824900427, -0.052280113370797576]","[0.0, -0.004247918493505674, 0.007256326793945523, 0.0, 0.073304910379567, 0.03155814446223183, 0.014205623504076864, -0.05365293178993207]","[0.0, 0.0176013273747533, -0.009690422197952929, 0.073304910379567, 0.0, -0.016419001234647145, 0.12286698690337841, -0.07617477578548218]","[0.0, -0.02218714340545976, -0.01414976930804759, 0.10582074254087538, -0.02143717894388116, 0.0, 0.11194840576160564, -0.05086556712912061]","[0.0, 0.04371940336906642, -0.007222359351941402, -0.0013397843611447616, 0.08227562353949644, -0.001821933597296117, 0.0, -0.0]","[0.0, 0.15158694215077617, -0.031153222714930717, 0.003499798594330454, 0.010938400000476564, 0.08732289858902828, -0.02303747521672944, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.003266489358252172, 0.0, 0.04916013522961937, -0.001304222309974781, 0.03218230496246741, 0.10347128880521354, -0.09487653394500546]","[0.0, 0.02245328346567285, 0.02073236226841578, 0.0, 0.06295598185539285, -0.0187172443017375, -0.010456917301612136, -0.07212756919099635]","[0.0, 0.031682389274555946, 0.003331082630546319, 0.06295598185539285, 0.0, -0.027881322851287606, 0.05867450422481694, -0.10736495675738508]","[0.0, -0.019084046425675176, 0.00029788988016942293, 0.05442751453267246, -0.0012162938407875835, 0.0, 0.14303389774259595, -0.07090721340372452]","[0.0, 0.02256901353860361, -0.013061713721596152, 0.004689245264006665, -0.018838810997361333, 0.015096021234739255, 0.0, -0.0]","[0.0, 0.1309982679183573, -0.020091571171223434, -0.003266478688041757, 0.04215841666850342, 0.04933399979340771, -0.0185249800711845, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.005226382973203475, 0.0, 0.05576990131091274, 0.014998556564709982, 0.04375347079166918, 0.0633761643931933, -0.12339216472430066]","[0.0, 0.050772740089044005, 0.028403336307729617, 0.0, 0.037946071255305275, -0.053322382022391715, -0.02347873884701593, -0.08395488804947338]","[0.0, 0.03539822505367053, 0.018775193008533798, 0.037946071255305275, 0.0, -0.020756095900402997, -0.020232587663729977, -0.12201524299864072]","[0.0, 0.0017067033388815198, 0.020703346671774894, -0.012516431913436873, 0.02873494198860666, 0.0, 0.1328752402324684, -0.08935928074122658]","[0.0, -0.006448289582458174, -0.019362069752013118, 0.018310386268978407, -0.0995765724146242, 0.04242502519418101, 0.0, -0.0]","[0.0, 0.06176602269725656, 0.0013544879441274224, 0.005366357844640029, 0.057426600002501965, 0.000343790939326883, 0.0026124971895260195, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.013065957433008688, 0.0, 0.04461592104873019, 0.03064922428440735, 0.043391871859506624, 0.000970043332548877, -0.13199539250142533]","[0.0, 0.06695528673097038, 0.029647278043834564, 0.0, 0.0045995237885218514, -0.06159279229525247, -0.020321933623887737, -0.0865653821738285]","[0.0, 0.029335545624588837, 0.03664190893600951, 0.0045995237885218514, 0.0, -0.00046468871418812676, -0.08019462019442064, -0.117121996986063]","[0.0, 0.0256005500832228, 0.04125774840346508, -0.07851216382064947, 0.053060818804358326, 0.0, 0.08411368418385615, -0.10074304236474557]","[0.0, -0.032241447912290874, -0.019208402531759046, 0.030145148125757134, -0.12879595273706218, 0.06975402915362276, 0.0, -0.0]","[0.0, -0.016968687554191363, 0.023026295050166182, 0.027298429035777543, 0.05378046666900978, -0.03970785349225499, 0.029687468062795673, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.01763904253456173, 0.0, 0.02602595394509261, 0.04347407699915937, 0.03182070603030485, -0.05723255662038374, -0.12053319976289635]","[0.0, 0.06270736823746471, 0.027574041816992988, 0.0, -0.024434970126522335, -0.04766368025675014, -0.002170303590900632, -0.07959059882559129]","[0.0, 0.020534881937212184, 0.05481145055717125, -0.024434970126522335, 0.0, 0.023389331947469047, -0.09803608386152798, -0.09498987322103276]","[0.0, 0.039719641341242645, 0.050641279628801904, -0.12516431913436873, 0.05975043492869003, 0.0, 0.012190389012153064, -0.10024638457365215]","[0.0, -0.04320354020246977, -0.009373700435498414, 0.03282471684804666, -0.0988076413535074, 0.08354866924743622, 0.0, -0.0]","[0.0, -0.06448101270592718, 0.0361196785100646, 0.04759726088289418, 0.03782863333498145, -0.05896014609456044, 0.050587445579003826, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.015515824451697816, 0.0, 0.008881873171737954, 0.05216889239899124, 0.016271951947314983, -0.08746557381815707, -0.09482282822502218]","[0.0, 0.038231266441551066, 0.025293481967467252, 0.0, -0.0365087200713922, -0.02045838330655029, 0.023873339499906953, -0.06490680865439774]","[0.0, 0.014863343116458344, 0.07086121232253079, -0.0365087200713922, 0.0, 0.03918874822986536, -0.06952652851718119, -0.06279100926661482]","[0.0, 0.039719641341242645, 0.041555638283634504, -0.13293967835332193, 0.045915092489731274, 0.0, -0.060342425610157666, -0.08597734547108189]","[0.0, -0.03185455053734338, 0.010295703757022849, 0.027688876796991738, -0.0284504492613212, 0.07313762012002983, 0.0, -0.0]","[0.0, -0.06267101936681344, 0.037699914444879926, 0.05156369928980203, 0.019825850000863773, -0.05156864089903245, 0.05652493919156296, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, -0.006206329780679126, 0.0, 0.0016524415203233403, 0.05282100355397863, 0.0068703797110885485, -0.07744179271515202, -0.061967236535739344]","[0.0, 0.003438791161409355, 0.02446418747673062, 0.0, -0.025297380836870182, 0.01109976115568154, 0.047746678999813906, -0.04525381899332187]","[0.0, 0.014667772812294418, 0.07782620327730945, -0.025297380836870182, 0.0, 0.040892606848555155, -0.010116293831864989, -0.029041926421652722]","[0.0, 0.029479421307953526, 0.016234998469233552, -0.09008038119518962, 0.018548481072010646, 0.0, -0.10910398165876993, -0.05946209638492758]","[0.0, -0.00038689737494749046, 0.03887780672428031, 0.020766657597743803, 0.04863488961563692, 0.03982226291232941, 0.0, -0.0]","[0.0, -0.0223986675715326, 0.02957298678011539, 0.036397905381036724, 0.007520150000327638, -0.016501965087690387, 0.04916244711198964, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.007022952120242169, 0.0, 0.006196655701212526, 0.04064826199421401, 0.010847967964876656, -0.03233477775162923, -0.02850406036232448]","[0.0, -0.027308047458250762, 0.02342756936330983, 0.0, 0.0022997618942609257, 0.04265790561791337, 0.06037389989232667, -0.02315856302313138]","[0.0, 0.014863343116458344, 0.06722730399829845, 0.0022997618942609257, 0.0, 0.03035966266029095, 0.053156525771072397, -0.0010114764548572774]","[0.0, 0.014894865502965992, -0.01400082436796288, -0.003413572340028238, -0.008362020155414636, 0.0, -0.11723090766687197, -0.025264466952223157]","[0.0, 0.03881870328639821, 0.06515490138772669, 0.018310386268978407, 0.10111443453685777, -0.001821933597296117, 0.0, -0.0]","[0.0, 0.02714990008670618, 0.017382595282968587, 0.014232514283610513, 0.003646133333492188, 0.03833268973494745, 0.030637467040805135, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.020252234021163464, 0.0, 0.017144080773354657, 0.015433297334701574, 0.02531192525137886, 0.02990966942025704, 0.0027227468559933234]","[0.0, -0.041063212103888184, 0.018037155173521727, 0.0, 0.03277160699321819, 0.06812206356330043, 0.05563869205763439, 0.00022749135899174523]","[0.0, 0.012516499466491237, 0.03906451448549774, 0.03277160699321819, 0.0, 0.013940661425643803, 0.09803608386152798, 0.01823682107547491]","[0.0, 0.0015515484898922908, -0.03425733621948364, 0.09880395495303955, -0.02265347278466874, 0.0, -0.08187877953162809, 0.010759235116364079]","[0.0, 0.06719117744921417, 0.07160892463839773, 0.021213252384792058, 0.11495519363695998, -0.032534528523144944, 0.0, 0.0]","[0.0, 0.06040852769292125, 0.0076754316833887275, -0.002566518969175666, 0.004785550000208497, 0.0890418532856627, 0.009024990291089885, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.032338244646696504, 0.0, 0.02602595394509261, -0.01847648272464273, 0.04049908040220618, 0.0826153571554127, 0.03089286318452918]","[0.0, -0.032971938782924995, 0.006427032303208891, 0.0, 0.05548175569904484, 0.08031003659698997, 0.033738355822182556, 0.024491457596446404]","[0.0, 0.007627241862393098, 0.002119779855802203, 0.05548175569904484, 0.0, -0.0003097924761254178, 0.11091136692026524, 0.029623152480109965]","[0.0, -0.006206193959569163, -0.035002060919907194, 0.17504040388033687, -0.021589215673979607, 0.0, -0.016253852016204086, 0.04305203727215767]","[0.0, 0.0702863564487941, 0.053629859868671255, 0.023669523713557454, 0.09323289116041068, -0.04268530142236617, 0.0, 0.0]","[0.0, 0.06538600937548406, 0.005192203785821786, -0.007932876813815696, 0.005924966666924806, 0.10640329572167029, -0.006412493101563866, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.04426093080431693, 0.0, 0.024580067614809686, -0.04586515123411313, 0.0451998665203194, 0.10654309269161832, 0.05696337036810785]","[0.0, -0.005259327658626072, -0.0060123850578405755, 0.0, 0.06381839256574069, 0.0744336924557468, 0.00394600652891024, 0.04900863583012403]","[0.0, 0.004693687299934214, -0.03119104644966099, 0.06381839256574069, 0.0, -0.0052664720941321035, 0.09049484664141044, 0.037219571306669516]","[0.0, -0.00837836184541837, -0.01414976930804759, 0.18850505033267048, -0.010034424186497562, 0.0, 0.05607578945590409, 0.06764428209277204]","[0.0, 0.044622163910610566, 0.017671730329218323, 0.019873468023647298, 0.052287312155941665, -0.03019204246947851, 0.0, 0.0]","[0.0, 0.045476082645232854, 0.013770627431962128, -0.003266478688041757, 0.005697083333581544, 0.07460263383393362, -0.009499989780094616, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.05340710100742301, 0.0, 0.013219532162586723, -0.04977781816403747, 0.03905268467355596, 0.09474089881227366, 0.08024731251166999]","[0.0, 0.031151402285708275, -0.011402799247628678, 0.0, 0.057206577119740525, 0.05310473964679011, -0.021308435256115296, 0.07157487847920872]","[0.0, 0.00880066368737665, -0.04784645960239258, 0.057206577119740525, 0.0, 0.0007744811903135446, 0.04579922116607968, 0.045089625418097384]","[0.0, -0.006051039110579934, 0.021597016312283165, 0.1295261060132937, 0.005625359013642573, 0.0, 0.11093254001059288, 0.08241162023729166]","[0.0, 0.0027082816246324333, -0.023357417478619, 0.007815408773344442, 0.009803871029239061, -0.001821933597296117, 0.0, 0.0]","[0.0, 0.011312458369460909, 0.03183046668699443, 0.006299637469794817, 0.006836500000297853, 0.0063601323775473355, 0.0009499989780094616, 0.0]"
