0,1,2,3,4,5,6,7
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016524415203233403, 0.01760700118465954, 0.028927914573004414, 0.012448889434377256, -0.0]","[0.0, 0.017193955807046777, 0.017000537060100938, 0.0, 0.02299761894260926, 0.017193747672526308, 0.01282452121895828, -0.0]","[0.0, 0.015841194637277973, 0.024226055494882322, 0.02299761894260926, 0.0, 0.011152529140515042, 0.014898541825110256, -0.0]","[0.0, 0.012412387919138327, 0.014596604128301724, 0.015171432622347724, 0.012162938407875834, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010317263331933078, 0.008912698774736197, 0.017863791481930152, 0.01499415569177739, 0.020822098254812765, 0.0, -0.05713095242381308]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018198952690518362, 0.01823066666746094, 0.013407846633748438, 0.017099981604170308, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016317860013192985, 0.018693853109638527, 0.028927914573004414, 0.0126105633231354, -0.0]","[0.0, 0.018205364972167175, 0.01679321343741678, 0.0, 0.02299761894260926, 0.017193747672526308, 0.016573227421423007, -0.0]","[0.0, 0.01545005402895012, 0.024226055494882322, 0.02299761894260926, 0.0, 0.0027881322851287605, 0.014714609209985439, -0.0]","[0.0, 0.012567542768127556, 0.014447659188217013, 0.015171432622347724, 0.006537579394233261, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010317263331933078, 0.011832375959563572, 0.0174171966948819, 0.015186388457056586, 0.020822098254812765, 0.0, 0.10613906790608509]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018432272596807058, 0.018458550000804205, 0.012720264755094671, 0.012349986714123, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016317860013192985, 0.01912859387963012, 0.02856631564084186, 0.012772237211893547, -0.0]","[0.0, 0.018812210471239415, 0.016378566192048465, 0.0, 0.023285089179391875, 0.017411390048127907, 0.019532732318105688, -0.0]","[0.0, 0.01545005402895012, 0.02452888118856835, 0.023285089179391875, 0.0, -0.002013651094815216, 0.014714609209985439, -0.0]","[0.0, 0.012567542768127556, 0.013851879427878168, 0.015171432622347724, 0.0025846244116736147, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010188297540283916, 0.014137384263374658, 0.01764049408840603, 0.015378621222335784, 0.021082374482997924, 0.0, 0.1807704749865007]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018665592503095754, 0.01823066666746094, 0.013064055694421555, 0.00878749054658752, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016524415203233403, 0.01912859387963012, 0.02856631564084186, 0.012772237211893547, -0.0]","[0.0, 0.018812210471239415, 0.01596391894668015, 0.0, 0.02299761894260926, 0.017411390048127907, 0.023084138194124904, -0.0]","[0.0, 0.01545005402895012, 0.024226055494882322, 0.02299761894260926, 0.0, 0.0009293774283762535, 0.01453067659486062, -0.0]","[0.0, 0.012412387919138327, 0.012809264847285187, 0.015171432622347724, 0.0036488815223627504, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010188297540283916, 0.015366722025407236, 0.01764049408840603, 0.01557085398761498, 0.020822098254812765, 0.0, 0.12542375197102004]","[0.0, 0.018099933391137454, 0.017834091264344397, 0.018898912409384454, 0.01800278333411768, 0.013407846633748438, 0.008074991313080423, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013229281900921297, 0.0, 0.016111304823152567, 0.01782437156965534, 0.028204716708679304, 0.012772237211893547, 0.0]","[0.0, 0.018407646805191254, 0.01575659532399599, 0.0, 0.02299761894260926, 0.017411390048127907, 0.024267940152797977, -0.0]","[0.0, 0.015254483724786196, 0.024226055494882322, 0.02299761894260926, 0.0, 0.011152529140515042, 0.01453067659486062, -0.0]","[0.0, 0.012412387919138327, 0.011766650266692207, 0.015171432622347724, 0.01018646091659601, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010188297540283916, 0.0161350581266776, 0.01764049408840603, 0.01557085398761498, 0.021082374482997924, 0.0, -0.012506483155603569]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018898912409384454, 0.01800278333411768, 0.013923533042738762, 0.012824986203127732, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.015285084062990898, 0.01652014925968056, 0.028927914573004414, 0.013257258878167985, 0.0]","[0.0, 0.017396237640070856, 0.01575659532399599, 0.0, 0.023285089179391875, 0.017629032423729506, 0.021900336235451835, -0.0]","[0.0, 0.014863343116458344, 0.024226055494882322, 0.023285089179391875, 0.0, 0.02276974699521821, 0.014714609209985439, 0.0]","[0.0, 0.012412387919138327, 0.010426145805929803, 0.01536107553012707, 0.01900459126230599, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010188297540283916, 0.01674972700769389, 0.017863791481930152, 0.01557085398761498, 0.020822098254812765, 0.0, -0.13303747280633854]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018665592503095754, 0.01823066666746094, 0.01375163757307532, 0.026362471639762557, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.01507852887295048, 0.01586803810469317, 0.028927914573004414, 0.01309558498940984, 0.0]","[0.0, 0.016587110307974537, 0.016378566192048465, 0.0, 0.02299761894260926, 0.017411390048127907, 0.016178626768531986, 0.0]","[0.0, 0.014667772812294418, 0.02392322980119629, 0.02299761894260926, 0.0, 0.02865580404160115, 0.014898541825110256, 0.0]","[0.0, 0.012102078221159869, 0.01012825592576038, 0.015171432622347724, 0.02341365643516098, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010188297540283916, 0.01429105148362873, 0.017863791481930152, 0.015378621222335784, 0.020822098254812765, 0.0, -0.15605365441682473]","[0.0, 0.018099933391137454, 0.017834091264344397, 0.018665592503095754, 0.01823066666746094, 0.013579742103411879, 0.047262449155970714, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.01507852887295048, 0.016302778874684763, 0.02928951350516697, 0.012933911100651693, 0.0]","[0.0, 0.015980264808902297, 0.017000537060100938, 0.0, 0.02299761894260926, 0.017193747672526308, 0.009273115342939064, 0.0]","[0.0, 0.014472202508130493, 0.02392322980119629, 0.02299761894260926, 0.0, 0.02571277551840968, 0.014898541825110256, 0.0]","[0.0, 0.01194692337217064, 0.010277200865845092, 0.015171432622347724, 0.020981068753585814, 0.0, 0.016457025166406635, 0.0]","[0.0, 0.010188297540283916, 0.0116787087393095, 0.01808708887545428, 0.015378621222335784, 0.020822098254812765, 0.0, -0.07144173402287736]","[0.0, 0.018099933391137454, 0.017834091264344397, 0.018665592503095754, 0.01823066666746094, 0.013235951164084997, 0.06578742922715522, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.015285084062990898, 0.017389630799663745, 0.02928951350516697, 0.012933911100651693, 0.0]","[0.0, 0.015575701142854137, 0.017415184305469254, 0.0, 0.02299761894260926, 0.017193747672526308, 0.0049325081611378005, 0.0]","[0.0, 0.014863343116458344, 0.02392322980119629, 0.02299761894260926, 0.0, 0.016728793710772565, 0.014898541825110256, 0.0]","[0.0, 0.012102078221159869, 0.010426145805929803, 0.015171432622347724, 0.014139415899155657, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010317263331933078, 0.011525041519055427, 0.017863791481930152, 0.015186388457056586, 0.020822098254812765, 0.0, 0.05851197785605682]","[0.0, 0.017873684223748236, 0.0180598392550323, 0.018665592503095754, 0.01823066666746094, 0.012720264755094671, 0.06578742922715522, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016317860013192985, 0.01847648272464273, 0.028927914573004414, 0.012933911100651693, 0.0]","[0.0, 0.015575701142854137, 0.01762250792815341, 0.0, 0.02299761894260926, 0.017411390048127907, 0.00394600652891024, 0.0]","[0.0, 0.015254483724786196, 0.024226055494882322, 0.02299761894260926, 0.0, 0.008054604379260864, 0.014714609209985439, 0.0]","[0.0, 0.01179176852318141, 0.010724035686099226, 0.015171432622347724, 0.008514056885513084, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010446229123582243, 0.011371374298801355, 0.017863791481930152, 0.015186388457056586, 0.020822098254812765, 0.0, 0.14733483566795905]","[0.0, 0.0174211858889698, 0.0180598392550323, 0.018432272596807058, 0.01823066666746094, 0.012892160224758113, 0.0377624593758761, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.017144080773354657, 0.018693853109638527, 0.02928951350516697, 0.0126105633231354, 0.0]","[0.0, 0.015575701142854137, 0.017207860682785098, 0.0, 0.02299761894260926, 0.017411390048127907, 0.007102811752038432, 0.0]","[0.0, 0.01623233524560582, 0.024226055494882322, 0.02299761894260926, 0.0, 0.003717509713505014, 0.01453067659486062, 0.0]","[0.0, 0.012102078221159869, 0.010724035686099226, 0.014602503899009685, 0.007905909965119293, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010317263331933078, 0.010910372638039139, 0.017863791481930152, 0.015186388457056586, 0.021082374482997924, 0.0, 0.14190875341656473]","[0.0, 0.017873684223748236, 0.018285587245720204, 0.018432272596807058, 0.01823066666746094, 0.013064055694421555, -0.012824986203127732, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.01735063596339507, 0.01912859387963012, 0.028927914573004414, 0.01228721554561911, 0.0]","[0.0, 0.015373419309830058, 0.01679321343741678, 0.0, 0.023285089179391875, 0.017411390048127907, 0.01361372252474033, 0.0]","[0.0, 0.017014616462261524, 0.024226055494882322, 0.023285089179391875, 0.0, 0.003717509713505014, 0.01453067659486062, 0.0]","[0.0, 0.012257233070149098, 0.010426145805929803, 0.014981789714568377, 0.010490534376792907, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010317263331933078, 0.011832375959563572, 0.01808708887545428, 0.01557085398761498, 0.020822098254812765, 0.0, 0.05291751334708574]","[0.0, 0.017873684223748236, 0.0180598392550323, 0.018198952690518362, 0.01823066666746094, 0.013407846633748438, -0.06507492999364811, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.016317860013192985, 0.018911223494634324, 0.028927914573004414, 0.012448889434377256, 0.0]","[0.0, 0.015171137476805978, 0.016171242569364308, 0.0, 0.023860029652957103, 0.017411390048127907, 0.019138131665214664, 0.0]","[0.0, 0.0176013273747533, 0.024226055494882322, 0.023860029652957103, 0.0, 0.004646887141881268, 0.01453067659486062, 0.0]","[0.0, 0.012412387919138327, 0.010575090746014515, 0.015171432622347724, 0.011250718027285146, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010188297540283916, 0.012139710400071717, 0.01764049408840603, 0.015378621222335784, 0.021082374482997924, 0.0, -0.05530896678989645]","[0.0, 0.017873684223748236, 0.018285587245720204, 0.018432272596807058, 0.018458550000804205, 0.01375163757307532, -0.08977490342189412, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.015285084062990898, 0.018041741954651136, 0.028927914573004414, 0.012448889434377256, 0.0]","[0.0, 0.01456429197773374, 0.01575659532399599, 0.0, 0.02472244036330495, 0.017411390048127907, 0.02347873884701593, 0.0]","[0.0, 0.0176013273747533, 0.024226055494882322, 0.02472244036330495, 0.0, 0.005111575856069394, 0.014346743979735803, -0.0]","[0.0, 0.012412387919138327, 0.011170870506353361, 0.015171432622347724, 0.007905909965119293, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010188297540283916, 0.009681034876006559, 0.01764049408840603, 0.01557085398761498, 0.020561822026627607, 0.0, -0.0]","[0.0, 0.017873684223748236, 0.0180598392550323, 0.018432272596807058, 0.018458550000804205, 0.014095428512402204, -0.06673742820516468, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.014871973682910062, 0.01652014925968056, 0.02856631564084186, 0.012772237211893547, 0.0]","[0.0, 0.01415972831168558, 0.01596391894668015, 0.0, 0.023572559416174487, 0.017411390048127907, 0.023873339499906953, -0.0]","[0.0, 0.017014616462261524, 0.024226055494882322, 0.023572559416174487, 0.0, 0.005886057046382939, 0.014714609209985439, -0.0]","[0.0, 0.012567542768127556, 0.012064540146861629, 0.015171432622347724, 0.0025846244116736147, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010188297540283916, 0.00906636599499027, 0.01764049408840603, 0.015378621222335784, 0.020561822026627607, 0.0, -2.165345933579961e-05]","[0.0, 0.017873684223748236, 0.017834091264344397, 0.018432272596807058, 0.01823066666746094, 0.01478301039105597, 0.0016624982115165578, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.014665418492869646, 0.016085408489688965, 0.02856631564084186, 0.012772237211893547, 0.0]","[0.0, 0.01375516464563742, 0.01679321343741678, 0.0, 0.01954797610121787, 0.017411390048127907, 0.020321933623887737, -0.0]","[0.0, 0.0160367649414419, 0.024226055494882322, 0.01954797610121787, 0.0, 0.008983981807637117, 0.014898541825110256, -0.0]","[0.0, 0.012412387919138327, 0.012809264847285187, 0.015171432622347724, 0.00015203673009844793, 0.0, 0.016050678866001533, 0.0]","[0.0, 0.010188297540283916, 0.012447044840579862, 0.01764049408840603, 0.015186388457056586, 0.020561822026627607, 0.0, -9.159050872728454e-06]","[0.0, 0.018099933391137454, 0.017608343273656492, 0.018665592503095754, 0.01823066666746094, 0.014954905860719412, 0.08882490444388466, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.014458863302829228, 0.016085408489688965, 0.028204716708679304, 0.012933911100651693, -0.0]","[0.0, 0.01415972831168558, 0.016171242569364308, 0.0, 0.014660982075913402, 0.017411390048127907, 0.016178626768531986, -0.0]","[0.0, 0.01505891342062227, 0.024226055494882322, 0.014660982075913402, 0.0, 0.015334727568208183, 0.014714609209985439, -0.0]","[0.0, 0.012412387919138327, 0.013553989547708744, 0.015171432622347724, 0.004865175363150334, 0.0, 0.016050678866001533, -0.0]","[0.0, 0.010317263331933078, 0.015366722025407236, 0.01764049408840603, 0.015186388457056586, 0.020822098254812765, 0.0, 0.00014571546688353475]","[0.0, 0.018099933391137454, 0.017834091264344397, 0.018898912409384454, 0.01823066666746094, 0.014954905860719412, 0.1557998323935517, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.01507852887295048, 0.016954890029672154, 0.02856631564084186, 0.013257258878167985, -0.0]","[0.0, 0.014968855643781899, 0.01409800634252273, 0.0, 0.014660982075913402, 0.017411390048127907, 0.01282452121895828, -0.0]","[0.0, 0.01368992129147479, 0.024226055494882322, 0.014660982075913402, 0.0, 0.023854020661657174, 0.014714609209985439, -0.0]","[0.0, 0.012412387919138327, 0.01400082436796288, 0.01536107553012707, 0.017180150501124616, 0.0, 0.016050678866001533, -0.0]","[0.0, 0.010188297540283916, 0.01751806310896425, 0.01764049408840603, 0.015186388457056586, 0.020822098254812765, 0.0, 0.0003427495247076739]","[0.0, 0.018326182558526673, 0.017834091264344397, 0.018665592503095754, 0.01823066666746094, 0.014611114921392528, 0.16909981808568417, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.018796522293677995, 0.01760700118465954, 0.028927914573004414, 0.012933911100651693, -0.0]","[0.0, 0.015575701142854137, 0.01306138822910194, 0.0, 0.02213520823226141, 0.017411390048127907, 0.012627220892512768, -0.0]","[0.0, 0.013103210378983014, 0.02392322980119629, 0.02213520823226141, 0.0, 0.030979247612541786, 0.014714609209985439, -0.0]","[0.0, 0.012412387919138327, 0.013702934487793455, 0.015171432622347724, 0.030255309289591137, 0.0, 0.016050678866001533, -0.0]","[0.0, 0.010188297540283916, 0.01628872534693167, 0.017863791481930152, 0.015378621222335784, 0.020822098254812765, 0.0, 0.0002712315226939976]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018665592503095754, 0.01800278333411768, 0.014095428512402204, 0.11898737199568506, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.02581939875505219, 0.01760700118465954, 0.02856631564084186, 0.012933911100651693, -0.0]","[0.0, 0.016587110307974537, 0.016585889814732625, 0.0, 0.034496428413913885, 0.017411390048127907, 0.014994824809858913, -0.0]","[0.0, 0.012907640074819088, 0.02392322980119629, 0.034496428413913885, 0.0, 0.03159883256479262, 0.014714609209985439, -0.0]","[0.0, 0.012412387919138327, 0.01310715472745461, 0.015171432622347724, 0.0361847417634306, 0.0, 0.016050678866001533, -0.0]","[0.0, 0.010188297540283916, 0.010142036536768777, 0.01808708887545428, 0.01557085398761498, 0.020822098254812765, 0.0, -0.00026711122815691784]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018432272596807058, 0.01800278333411768, 0.013579742103411879, 0.028024969851279117, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.03098327850606263, 0.016737519644676357, 0.028927914573004414, 0.012933911100651693, -0.0]","[0.0, 0.017598519473094935, 0.025708129212835565, 0.0, 0.044845356938088055, 0.017411390048127907, 0.015981326442086472, -0.0]","[0.0, 0.013494350987310865, 0.02392322980119629, 0.044845356938088055, 0.0, 0.024008916899719884, 0.014714609209985439, -0.0]","[0.0, 0.01194692337217064, 0.012362430027031052, 0.015171432622347724, 0.03086345620998493, 0.0, 0.016050678866001533, -0.0]","[0.0, 0.010188297540283916, 0.002458675524065158, 0.017863791481930152, 0.01557085398761498, 0.021082374482997924, 0.0, -0.0010287413647848136]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018432272596807058, 0.01800278333411768, 0.013235951164084997, -0.06673742820516468, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.027265285085335114, 0.01565066771969737, 0.028927914573004414, 0.012933911100651693, -0.0]","[0.0, 0.018407646805191254, 0.03275713238409693, 0.0, 0.044557886701305435, 0.017193747672526308, 0.016573227421423007, -0.0]","[0.0, 0.014863343116458344, 0.02392322980119629, 0.044557886701305435, 0.0, 0.010532944188264207, 0.014714609209985439, -0.0]","[0.0, 0.012102078221159869, 0.011617705326607495, 0.014981789714568377, 0.017940334151616857, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010188297540283916, -0.0027660099645733026, 0.01808708887545428, 0.01557085398761498, 0.020822098254812765, 0.0, -0.0013835621573929763]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.017965632784229666, 0.01800278333411768, 0.013235951164084997, -0.1249248656082442, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, 0.013012976972546305, 0.01586803810469317, 0.02928951350516697, 0.012772237211893547, -0.0]","[0.0, 0.018609928638215333, 0.02902530717578209, 0.0, 0.03162172604608773, 0.017193747672526308, 0.018348930359432615, -0.0]","[0.0, 0.01623233524560582, 0.024226055494882322, 0.03162172604608773, 0.0, -0.0017038586186897981, 0.014898541825110256, -0.0]","[0.0, 0.012102078221159869, 0.011021925566268648, 0.01536107553012707, 0.005473322283544125, 0.0, 0.016457025166406635, -0.0]","[0.0, 0.010317263331933078, -0.00030733444050814475, 0.01764049408840603, 0.01557085398761498, 0.020822098254812765, 0.0, -0.0008186641056771688]","[0.0, 0.018326182558526673, 0.0180598392550323, 0.018432272596807058, 0.01800278333411768, 0.013235951164084997, -0.12159986918521108, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, -0.0037179934207275155, 0.01586803810469317, 0.028927914573004414, 0.012448889434377256, -0.0]","[0.0, 0.018609928638215333, 0.010780828379576205, 0.0, 0.01006145828739155, 0.017193747672526308, 0.01775702938009608, -0.0]","[0.0, 0.016819046158097598, 0.024226055494882322, 0.01006145828739155, 0.0, -0.006195849522508357, 0.014714609209985439, -0.0]","[0.0, 0.012102078221159869, 0.010724035686099226, 0.015171432622347724, -0.0010642571106891355, 0.0, 0.016457025166406635, -0.0]","[0.0, 0.010317263331933078, 0.00906636599499027, 0.01764049408840603, 0.015378621222335784, 0.020822098254812765, 0.0, 0.0005231256808342687]","[0.0, 0.018099933391137454, 0.0180598392550323, 0.018198952690518362, 0.01823066666746094, 0.012892160224758113, -0.0631749320376292, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, -0.010740869882101711, 0.01652014925968056, 0.028927914573004414, 0.012448889434377256, 0.0]","[0.0, 0.018407646805191254, -0.011195475624944521, 0.0, -0.010923868997739398, 0.017411390048127907, 0.016573227421423007, -0.0]","[0.0, 0.017405757070589375, 0.024226055494882322, -0.010923868997739398, 0.0, -0.002013651094815216, 0.014714609209985439, -0.0]","[0.0, 0.012102078221159869, 0.011021925566268648, 0.015171432622347724, -0.0018244407611813752, 0.0, 0.016253852016204086, -0.0]","[0.0, 0.010317263331933078, 0.019208402531759046, 0.01764049408840603, 0.014801922926498191, 0.020822098254812765, 0.0, 0.0017711961508456787]","[0.0, 0.018099933391137454, 0.018285587245720204, 0.018432272596807058, 0.018458550000804205, 0.012548369285431231, 0.020662477771705788, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013065957433008688, 0.0, -0.0024786622804850106, 0.01782437156965534, 0.028927914573004414, 0.012448889434377256, 0.0]","[0.0, 0.017396237640070856, -0.020110391400363307, 0.0, -0.01868556539087002, 0.017629032423729506, 0.015389425462749937, -0.0]","[0.0, 0.017014616462261524, 0.02452888118856835, -0.01868556539087002, 0.0, 0.00573116080832023, 0.01453067659486062, -0.0]","[0.0, 0.012257233070149098, 0.011468760386522784, 0.015171432622347724, 0.00030407346019689586, 0.0, 0.016253852016204086, 0.0]","[0.0, 0.010446229123582243, 0.026738096324208593, 0.016970601907833647, 0.015186388457056586, 0.020561822026627607, 0.0, 0.0019167000839726096]","[0.0, 0.018099933391137454, 0.018285587245720204, 0.018198952690518362, 0.01823066666746094, 0.012548369285431231, 0.09452489831194143, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013229281900921297, 0.0, 0.016111304823152567, 0.018911223494634324, 0.028927914573004414, 0.01228721554561911, 0.0]","[0.0, 0.016182546641926376, -0.006841679548577207, 0.0, -0.006611815446000161, 0.017629032423729506, 0.01361372252474033, 0.0]","[0.0, 0.017014616462261524, 0.024226055494882322, -0.006611815446000161, 0.0, 0.00991335923601337, 0.01453067659486062, 0.0]","[0.0, 0.012412387919138327, 0.01221348508694634, 0.015171432622347724, 0.0012162938407875835, 0.0, 0.016050678866001533, 0.0]","[0.0, 0.010317263331933078, 0.03134811293183076, 0.01764049408840603, 0.01499415569177739, 0.020561822026627607, 0.0, 0.0006572977485973397]","[0.0, 0.018099933391137454, 0.018285587245720204, 0.018198952690518362, 0.01823066666746094, 0.012892160224758113, 0.1282498620312773, 0.0]"
"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, nan]","[0.0, 0.013229281900921297, 0.0, 0.03511438230687098, 0.020215445804609104, 0.028927914573004414, 0.012772237211893547, 0.0]","[0.0, 0.015373419309830058, 0.023012922117941516, 0.0, 0.022710148705826643, 0.017411390048127907, 0.013416422198294817, 0.0]","[0.0, 0.017014616462261524, 0.024226055494882322, 0.022710148705826643, 0.0, 0.006660538236696483, 0.014714609209985439, 0.0]","[0.0, 0.012722697617116785, 0.012511374967115765, 0.015171432622347724, -0.0007601836504922396, 0.0, 0.016050678866001533, 0.0]","[0.0, 0.010317263331933078, 0.03119444571157669, 0.017863791481930152, 0.015186388457056586, 0.020561822026627607, 0.0, -0.0012171660949947289]","[0.0, 0.018099933391137454, 0.017608343273656492, 0.018665592503095754, 0.01823066666746094, 0.013407846633748438, 0.11304987838312593, 0.0]"
